batch_id,chapter_id,chapter_number,clean_text,comment_text,event_id,event_time,ingested_at,manga_id,sentiment_label,source,synthetic,user_id
2026-09-15,demo-005-27,27,"Art dan pertarungannya keren, tidak sabar lanjut.","Art dan pertarungannya keren, tidak sabar lanjut.",20260915-0035,2026-09-15T11:20:57+00:00,2026-09-21T17:31:04.111274+00:00,demo-005,positive,synthetic_comment_simulation,True,user_028
2026-09-15,demo-004-12,12,Art-nya menurun dibandingkan chapter sebelumnya.,Art-nya menurun dibandingkan chapter sebelumnya.,20260915-0036,2026-09-15T15:57:02+00:00,2026-09-21T17:31:04.111274+00:00,demo-004,negative,synthetic_comment_simulation,True,user_084
2026-09-15,demo-005-27,27,"Art dan pertarungannya keren, tidak sabar lanjut.","Art dan pertarungannya keren, tidak sabar lanjut.",20260915-0037,2026-09-15T02:19:52+00:00,2026-09-21T17:31:04.111274+00:00,demo-005,positive,synthetic_comment_simulation,True,user_032
2026-09-15,demo-003-44,44,"Art dan pertarungannya keren, tidak sabar lanjut.","Art dan pertarungannya keren, tidak sabar lanjut.",20260915-0038,2026-09-15T21:25:28+00:00,2026-09-21T17:31:04.111274+00:00,demo-003,positive,synthetic_comment_simulation,True,user_071
2026-09-15,demo-002-18,18,"Chapter ini seru banget, alurnya makin bagus.","Chapter ini seru banget, alurnya makin bagus.",20260915-0039,2026-09-15T08:20:07+00:00,2026-09-21T17:31:04.111274+00:00,demo-002,positive,synthetic_comment_simulation,True,user_091
2026-09-16,demo-001-31,31,Art-nya menurun dibandingkan chapter sebelumnya.,Art-nya menurun dibandingkan chapter sebelumnya.,20260916-0000,2026-09-16T02:34:47+00:00,2026-09-21T17:31:04.111274+00:00,demo-001,negative,synthetic_comment_simulation,True,user_111
2026-09-16,demo-005-27,27,Akhir chapter-nya bagus dan bikin penasaran.,Akhir chapter-nya bagus dan bikin penasaran.,20260916-0001,2026-09-16T07:48:00+00:00,2026-09-21T17:31:04.111274+00:00,demo-005,positive,synthetic_comment_simulation,True,user_086
2026-09-16,demo-005-27,27,Akhir chapter-nya bagus dan bikin penasaran.,Akhir chapter-nya bagus dan bikin penasaran.,20260916-0002,2026-09-16T08:50:50+00:00,2026-09-21T17:31:04.111274+00:00,demo-005,positive,synthetic_comment_simulation,True,user_120
2026-09-16,demo-004-12,12,Chapter berikutnya rilis kapan?,Chapter berikutnya rilis kapan?,20260916-0003,2026-09-16T03:31:44+00:00,2026-09-21T17:31:04.111274+00:00,demo-004,neutral,synthetic_comment_simulation,True,user_025
2026-09-16,demo-004-12,12,Akhir chapter-nya bagus dan bikin penasaran.,Akhir chapter-nya bagus dan bikin penasaran.,20260916-0004,2026-09-16T01:58:20+00:00,2026-09-21T17:31:04.111274+00:00,demo-004,positive,synthetic_comment_simulation,True,user_053
2026-09-16,demo-001-31,31,Perkembangan karakternya terasa memuaskan.,Perkembangan karakternya terasa memuaskan.,20260916-0005,2026-09-16T03:58:42+00:00,2026-09-21T17:31:04.111274+00:00,demo-001,positive,synthetic_comment_simulation,True,user_094
2026-09-16,demo-002-18,18,Akhir chapter-nya bagus dan bikin penasaran.,Akhir chapter-nya bagus dan bikin penasaran.,20260916-0006,2026-09-16T05:06:13+00:00,2026-09-21T17:31:04.111274+00:00,demo-002,positive,synthetic_comment_simulation,True,user_069
2026-09-16,demo-004-12,12,"Art dan pertarungannya keren, tidak sabar lanjut.","Art dan pertarungannya keren, tidak sabar lanjut.",20260916-0007,2026-09-16T02:44:40+00:00,2026-09-21T17:31:04.111274+00:00,demo-004,positive,synthetic_comment_simulation,True,user_060
2026-09-16,demo-004-12,12,Chapter berikutnya rilis kapan?,Chapter berikutnya rilis kapan?,20260916-0008,2026-09-16T01:50:30+00:00,2026-09-21T17:31:04.111274+00:00,demo-004,neutral,synthetic_comment_simulation,True,user_110
2026-09-16,demo-005-27,27,Bagian ini menjelaskan latar belakang karakter utama.,Bagian ini menjelaskan latar belakang karakter utama.,20260916-0009,2026-09-16T06:03:18+00:00,2026-09-21T17:31:04.111274+00:00,demo-005,neutral,synthetic_comment_simulation,True,user_012
2026-09-16,demo-004-12,12,Akhir chapter-nya bagus dan bikin penasaran.,Akhir chapter-nya bagus dan bikin penasaran.,20260916-0010,2026-09-16T02:08:05+00:00,2026-09-21T17:31:04.111274+00:00,demo-004,positive,synthetic_comment_simulation,True,user_028
2026-09-16,demo-002-18,18,Perkembangan karakternya terasa memuaskan.,Perkembangan karakternya terasa memuaskan.,20260916-0011,2026-09-16T16:33:58+00:00,2026-09-21T17:31:04.111274+00:00,demo-002,positive,synthetic_comment_simulation,True,user_050
2026-09-16,demo-003-44,44,Akhir chapter-nya bagus dan bikin penasaran.,Akhir chapter-nya bagus dan bikin penasaran.,20260916-0012,2026-09-16T05:38:09+00:00,2026-09-21T17:31:04.111274+00:00,demo-003,positive,synthetic_comment_simulation,True,user_094
2026-09-16,demo-002-18,18,"Chapter ini seru banget, alurnya makin bagus.","Chapter ini seru banget, alurnya makin bagus.",20260916-0013,2026-09-16T11:25:04+00:00,2026-09-21T17:31:04.111274+00:00,demo-002,positive,synthetic_comment_simulation,True,user_008
2026-09-16,demo-001-31,31,"Art dan pertarungannya keren, tidak sabar lanjut.","Art dan pertarungannya keren, tidak sabar lanjut.",20260916-0014,2026-09-16T02:04:15+00:00,2026-09-21T17:31:04.111274+00:00,demo-001,positive,synthetic_comment_simulation,True,user_062
2026-09-16,demo-005-27,27,"Chapter ini seru banget, alurnya makin bagus.","Chapter ini seru banget, alurnya makin bagus.",20260916-0015,2026-09-16T21:39:52+00:00,2026-09-21T17:31:04.111274+00:00,demo-005,positive,synthetic_comment_simulation,True,user_024
2026-09-16,demo-001-31,31,Alurnya mulai masuk ke konflik baru.,Alurnya mulai masuk ke konflik baru.,20260916-0016,2026-09-16T04:21:53+00:00,2026-09-21T17:31:04.111274+00:00,demo-001,neutral,synthetic_comment_simulation,True,user_031
2026-09-16,demo-005-27,27,"Chapter ini seru banget, alurnya makin bagus.","Chapter ini seru banget, alurnya makin bagus.",20260916-0017,2026-09-16T22:33:03+00:00,2026-09-21T17:31:04.111274+00:00,demo-005,positive,synthetic_comment_simulation,True,user_077
2026-09-16,demo-001-31,31,Perkembangan karakternya terasa memuaskan.,Perkembangan karakternya terasa memuaskan.,20260916-0018,2026-09-16T09:29:39+00:00,2026-09-21T17:31:04.111274+00:00,demo-001,positive,synthetic_comment_simulation,True,user_075
2026-09-16,demo-002-18,18,Bagian ini menjelaskan latar belakang karakter utama.,Bagian ini menjelaskan latar belakang karakter utama.,20260916-0019,2026-09-16T09:40:14+00:00,2026-09-21T17:31:04.111274+00:00,demo-002,neutral,synthetic_comment_simulation,True,user_041
2026-09-16,demo-004-12,12,Perkembangan karakternya terasa memuaskan.,Perkembangan karakternya terasa memuaskan.,20260916-0020,2026-09-16T16:38:49+00:00,2026-09-21T17:31:04.111274+00:00,demo-004,positive,synthetic_comment_simulation,True,user_083
2026-09-16,demo-003-44,44,Chapter ini terasa terlalu lambat dan bertele-tele.,Chapter ini terasa terlalu lambat dan bertele-tele.,20260916-0021,2026-09-16T00:20:20+00:00,2026-09-21T17:31:04.111274+00:00,demo-003,negative,synthetic_comment_simulation,True,user_120
2026-09-16,demo-004-12,12,Chapter berikutnya rilis kapan?,Chapter berikutnya rilis kapan?,20260916-0022,2026-09-16T02:40:02+00:00,2026-09-21T17:31:04.111274+00:00,demo-004,neutral,synthetic_comment_simulation,True,user_073
2026-09-16,demo-005-27,27,"Art dan pertarungannya keren, tidak sabar lanjut.","Art dan pertarungannya keren, tidak sabar lanjut.",20260916-0023,2026-09-16T12:42:25+00:00,2026-09-21T17:31:04.111274+00:00,demo-005,positive,synthetic_comment_simulation,True,user_034
2026-09-16,demo-001-31,31,Art-nya menurun dibandingkan chapter sebelumnya.,Art-nya menurun dibandingkan chapter sebelumnya.,20260916-0024,2026-09-16T05:44:36+00:00,2026-09-21T17:31:04.111274+00:00,demo-001,negative,synthetic_comment_simulation,True,user_048
2026-09-16,demo-004-12,12,Saya baru selesai membaca chapter ini.,Saya baru selesai membaca chapter ini.,20260916-0025,2026-09-16T22:16:13+00:00,2026-09-21T17:31:04.111274+00:00,demo-004,neutral,synthetic_comment_simulation,True,user_091
2026-09-16,demo-005-27,27,Perkembangan karakternya terasa memuaskan.,Perkembangan karakternya terasa memuaskan.,20260916-0026,2026-09-16T03:46:17+00:00,2026-09-21T17:31:04.111274+00:00,demo-005,positive,synthetic_comment_simulation,True,user_105
2026-09-16,demo-002-18,18,"Chapter ini seru banget, alurnya makin bagus.","Chapter ini seru banget, alurnya makin bagus.",20260916-0027,2026-09-16T20:08:32+00:00,2026-09-21T17:31:04.111274+00:00,demo-002,positive,synthetic_comment_simulation,True,user_114
2026-09-16,demo-002-18,18,"Art dan pertarungannya keren, tidak sabar lanjut.","Art dan pertarungannya keren, tidak sabar lanjut.",20260916-0028,2026-09-16T12:29:02+00:00,2026-09-21T17:31:04.111274+00:00,demo-002,positive,synthetic_comment_simulation,True,user_078
2026-09-16,demo-002-18,18,Saya baru selesai membaca chapter ini.,Saya baru selesai membaca chapter ini.,20260916-0029,2026-09-16T18:24:04+00:00,2026-09-21T17:31:04.111274+00:00,demo-002,neutral,synthetic_comment_simulation,True,user_110
2026-09-16,demo-004-12,12,"Chapter ini seru banget, alurnya makin bagus.","Chapter ini seru banget, alurnya makin bagus.",20260916-0030,2026-09-16T03:21:37+00:00,2026-09-21T17:31:04.111274+00:00,demo-004,positive,synthetic_comment_simulation,True,user_117
2026-09-16,demo-004-12,12,Chapter berikutnya rilis kapan?,Chapter berikutnya rilis kapan?,20260916-0031,2026-09-16T12:08:39+00:00,2026-09-21T17:31:04.111274+00:00,demo-004,neutral,synthetic_comment_simulation,True,user_006
2026-09-16,demo-002-18,18,Bagian ini menjelaskan latar belakang karakter utama.,Bagian ini menjelaskan latar belakang karakter utama.,20260916-0032,2026-09-16T16:05:12+00:00,2026-09-21T17:31:04.111274+00:00,demo-002,neutral,synthetic_comment_simulation,True,user_034
2026-09-16,demo-005-27,27,Chapter berikutnya rilis kapan?,Chapter berikutnya rilis kapan?,20260916-0033,2026-09-16T04:04:23+00:00,2026-09-21T17:31:04.111274+00:00,demo-005,neutral,synthetic_comment_simulation,True,user_072
2026-09-16,demo-001-31,31,Keputusan karakter utamanya tidak masuk akal.,Keputusan karakter utamanya tidak masuk akal.,20260916-0034,2026-09-16T19:51:51+00:00,2026-09-21T17:31:04.111274+00:00,demo-001,negative,synthetic_comment_simulation,True,user_089
2026-09-16,demo-001-31,31,Bagian ini menjelaskan latar belakang karakter utama.,Bagian ini menjelaskan latar belakang karakter utama.,20260916-0035,2026-09-16T15:38:53+00:00,2026-09-21T17:31:04.111274+00:00,demo-001,neutral,synthetic_comment_simulation,True,user_075
2026-09-16,demo-002-18,18,"Chapter ini seru banget, alurnya makin bagus.","Chapter ini seru banget, alurnya makin bagus.",20260916-0036,2026-09-16T13:01:38+00:00,2026-09-21T17:31:04.111274+00:00,demo-002,positive,synthetic_comment_simulation,True,user_047
2026-09-16,demo-002-18,18,Chapter berikutnya rilis kapan?,Chapter berikutnya rilis kapan?,20260916-0037,2026-09-16T12:52:37+00:00,2026-09-21T17:31:04.111274+00:00,demo-002,neutral,synthetic_comment_simulation,True,user_086
2026-09-16,demo-005-27,27,Keputusan karakter utamanya tidak masuk akal.,Keputusan karakter utamanya tidak masuk akal.,20260916-0038,2026-09-16T08:37:09+00:00,2026-09-21T17:31:04.111274+00:00,demo-005,negative,synthetic_comment_simulation,True,user_053
2026-09-16,demo-002-18,18,Keputusan karakter utamanya tidak masuk akal.,Keputusan karakter utamanya tidak masuk akal.,20260916-0039,2026-09-16T15:00:40+00:00,2026-09-21T17:31:04.111274+00:00,demo-002,negative,synthetic_comment_simulation,True,user_104
2026-09-17,demo-001-31,31,Perkembangan karakternya terasa memuaskan.,Perkembangan karakternya terasa memuaskan.,20260917-0000,2026-09-17T14:59:24+00:00,2026-09-21T17:31:04.111274+00:00,demo-001,positive,synthetic_comment_simulation,True,user_119
2026-09-17,demo-002-18,18,"Chapter ini seru banget, alurnya makin bagus.","Chapter ini seru banget, alurnya makin bagus.",20260917-0001,2026-09-17T13:55:40+00:00,2026-09-21T17:31:04.111274+00:00,demo-002,positive,synthetic_comment_simulation,True,user_101
2026-09-17,demo-001-31,31,Bagian ini menjelaskan latar belakang karakter utama.,Bagian ini menjelaskan latar belakang karakter utama.,20260917-0002,2026-09-17T16:45:32+00:00,2026-09-21T17:31:04.111274+00:00,demo-001,neutral,synthetic_comment_simulation,True,user_029
2026-09-17,demo-003-44,44,"Art dan pertarungannya keren, tidak sabar lanjut.","Art dan pertarungannya keren, tidak sabar lanjut.",20260917-0003,2026-09-17T08:06:59+00:00,2026-09-21T17:31:04.111274+00:00,demo-003,positive,synthetic_comment_simulation,True,user_102
2026-09-17,demo-001-31,31,Saya baru selesai membaca chapter ini.,Saya baru selesai membaca chapter ini.,20260917-0004,2026-09-17T10:08:37+00:00,2026-09-21T17:31:04.111274+00:00,demo-001,neutral,synthetic_comment_simulation,True,user_052
2026-09-17,demo-001-31,31,Art-nya menurun dibandingkan chapter sebelumnya.,Art-nya menurun dibandingkan chapter sebelumnya.,20260917-0005,2026-09-17T23:21:20+00:00,2026-09-21T17:31:04.111274+00:00,demo-001,negative,synthetic_comment_simulation,True,user_036
2026-09-17,demo-005-27,27,Perkembangan karakternya terasa memuaskan.,Perkembangan karakternya terasa memuaskan.,20260917-0006,2026-09-17T01:00:17+00:00,2026-09-21T17:31:04.111274+00:00,demo-005,positive,synthetic_comment_simulation,True,user_108
2026-09-17,demo-001-31,31,Keputusan karakter utamanya tidak masuk akal.,Keputusan karakter utamanya tidak masuk akal.,20260917-0007,2026-09-17T21:08:19+00:00,2026-09-21T17:31:04.111274+00:00,demo-001,negative,synthetic_comment_simulation,True,user_034
2026-09-17,demo-003-44,44,Akhir chapter-nya bagus dan bikin penasaran.,Akhir chapter-nya bagus dan bikin penasaran.,20260917-0008,2026-09-17T12:35:09+00:00,2026-09-21T17:31:04.111274+00:00,demo-003,positive,synthetic_comment_simulation,True,user_077
2026-09-17,demo-003-44,44,"Chapter ini seru banget, alurnya makin bagus.","Chapter ini seru banget, alurnya makin bagus.",20260917-0009,2026-09-17T14:01:28+00:00,2026-09-21T17:31:04.111274+00:00,demo-003,positive,synthetic_comment_simulation,True,user_066
2026-09-17,demo-005-27,27,Akhir chapter-nya bagus dan bikin penasaran.,Akhir chapter-nya bagus dan bikin penasaran.,20260917-0010,2026-09-17T00:03:41+00:00,2026-09-21T17:31:04.111274+00:00,demo-005,positive,synthetic_comment_simulation,True,user_006
2026-09-17,demo-005-27,27,Keputusan karakter utamanya tidak masuk akal.,Keputusan karakter utamanya tidak masuk akal.,20260917-0011,2026-09-17T13:15:39+00:00,2026-09-21T17:31:04.111274+00:00,demo-005,negative,synthetic_comment_simulation,True,user_069
2026-09-17,demo-004-12,12,Perkembangan karakternya terasa memuaskan.,Perkembangan karakternya terasa memuaskan.,20260917-0012,2026-09-17T22:41:18+00:00,2026-09-21T17:31:04.111274+00:00,demo-004,positive,synthetic_comment_simulation,True,user_086
2026-09-17,demo-003-44,44,Saya baru selesai membaca chapter ini.,Saya baru selesai membaca chapter ini.,20260917-0013,2026-09-17T18:27:49+00:00,2026-09-21T17:31:04.111274+00:00,demo-003,neutral,synthetic_comment_simulation,True,user_016
2026-09-17,demo-003-44,44,Alurnya mulai masuk ke konflik baru.,Alurnya mulai masuk ke konflik baru.,20260917-0014,2026-09-17T10:45:52+00:00,2026-09-21T17:31:04.111274+00:00,demo-003,neutral,synthetic_comment_simulation,True,user_042
2026-09-17,demo-005-27,27,Akhir chapter-nya bagus dan bikin penasaran.,Akhir chapter-nya bagus dan bikin penasaran.,20260917-0015,2026-09-17T06:20:10+00:00,2026-09-21T17:31:04.111274+00:00,demo-005,positive,synthetic_comment_simulation,True,user_054
2026-09-17,demo-005-27,27,"Chapter ini seru banget, alurnya makin bagus.","Chapter ini seru banget, alurnya makin bagus.",20260917-0016,2026-09-17T11:03:49+00:00,2026-09-21T17:31:04.111274+00:00,demo-005,positive,synthetic_comment_simulation,True,user_052
2026-09-17,demo-003-44,44,Perkembangan karakternya terasa memuaskan.,Perkembangan karakternya terasa memuaskan.,20260917-0017,2026-09-17T16:55:46+00:00,2026-09-21T17:31:04.111274+00:00,demo-003,positive,synthetic_comment_simulation,True,user_101
2026-09-17,demo-004-12,12,Akhir chapter-nya bagus dan bikin penasaran.,Akhir chapter-nya bagus dan bikin penasaran.,20260917-0018,2026-09-17T06:10:41+00:00,2026-09-21T17:31:04.111274+00:00,demo-004,positive,synthetic_comment_simulation,True,user_028
2026-09-17,demo-001-31,31,Perkembangan karakternya terasa memuaskan.,Perkembangan karakternya terasa memuaskan.,20260917-0019,2026-09-17T03:24:00+00:00,2026-09-21T17:31:04.111274+00:00,demo-001,positive,synthetic_comment_simulation,True,user_085
2026-09-17,demo-002-18,18,Bagian ini menjelaskan latar belakang karakter utama.,Bagian ini menjelaskan latar belakang karakter utama.,20260917-0020,2026-09-17T05:21:53+00:00,2026-09-21T17:31:04.111274+00:00,demo-002,neutral,synthetic_comment_simulation,True,user_029
2026-09-17,demo-001-31,31,"Chapter ini seru banget, alurnya makin bagus.","Chapter ini seru banget, alurnya makin bagus.",20260917-0021,2026-09-17T16:34:52+00:00,2026-09-21T17:31:04.111274+00:00,demo-001,positive,synthetic_comment_simulation,True,user_061
2026-09-17,demo-004-12,12,Keputusan karakter utamanya tidak masuk akal.,Keputusan karakter utamanya tidak masuk akal.,20260917-0022,2026-09-17T13:58:48+00:00,2026-09-21T17:31:04.111274+00:00,demo-004,negative,synthetic_comment_simulation,True,user_074
2026-09-17,demo-004-12,12,"Chapter ini seru banget, alurnya makin bagus.","Chapter ini seru banget, alurnya makin bagus.",20260917-0023,2026-09-17T03:52:50+00:00,2026-09-21T17:31:04.111274+00:00,demo-004,positive,synthetic_comment_simulation,True,user_019
2026-09-17,demo-004-12,12,Akhir chapter-nya bagus dan bikin penasaran.,Akhir chapter-nya bagus dan bikin penasaran.,20260917-0024,2026-09-17T01:49:42+00:00,2026-09-21T17:31:04.111274+00:00,demo-004,positive,synthetic_comment_simulation,True,user_103
2026-09-17,demo-005-27,27,"Chapter ini seru banget, alurnya makin bagus.","Chapter ini seru banget, alurnya makin bagus.",20260917-0025,2026-09-17T16:37:09+00:00,2026-09-21T17:31:04.111274+00:00,demo-005,positive,synthetic_comment_simulation,True,user_109
